cluster_id,cougar_id,type,collar_serial,n_points,radius,duration_h,form_date,inv_date,personnel,habitat,habitat2,canopy,carcass_found,species,how_id,sex,how_sex,age,how_age,est_age,cached,n_prey,n_piles,condition,parts,bite_wounds,hemorrhaging,fed_on,per_rem,feeding_use,marrow,drag_trail,length,kill_site,evidence_kill_site,consistent_date,confidence_cougar_kill,other_sign,scavenged,scavenged_by,kill_2,species,cached,notes,cache_photo,carcass_photo,bite_photo,hem_photo,drag_photo,kill_photo,coug_sign_photo,scav_sign_photo
SF9_W21-12,SF09,current,44744,3,17,9,12/2/2021,12/3/2021,MP,riparian,,closed,Y,pig,head,UNK,,neonate,size,<6 mo,none,2,2,intact,"1. whole carcass, 2. bone fragments from second kill",Y,rostrum,N,100,no feeding,,Y,20,N,,Y,positive,None,N,,N,,,"Flushed one of juvenile cats from the area. One piglet unconsumed, found skull fragments of a second, possibly others consumed too. Did not disect to get bone marrow.",Y,Y,Y,Y,N,N,N,N
SM6_W21-07,SM06,current,44747,6,124,30,12/4/2021,12/16/2021,MP JK,con/dec,,medium,Y,deer,leg,UNK,,UNK,,,none,1,1,dispersed,1. leg bone and bone fragments,Not vis,Not vis,Y,<25,completely consumed,white waxy,N,,N,,Y,probable,parts missing,Likely,coyote,N,,,"Only found 1 leg bone and piece of second. No other evidence, likely scattered by scavengers",N,N,N,N,N,N,N,N
SF9_W21-C14,SF09,current,44744,11,124,42,12/10/2021,12/17/2021,MP JK,chaparral,,medium,Y,pig,hooves,UNK,,fawn,size,,none,1,1,dispersed,"leg, GI and stomach contents, ear",Not vis,Not vis,Y,<25,completely consumed,white waxy,N,,N,,Y,probable,parts missing,Likely,coyote,N,,,"100m trail of broken branches, possibly from group of pigs crashing through",N,Y,N,N,Y,N,N,N
SM6_W21-08,SM06,current,44747,9,71,45,12/12/2021,12/16/2021,MP JK,chaparral,deciduous,medium,Y,deer,hooves,UNK,,adult,teeth,2.5,previously,1,2,dispersed,1. old cache with hair and jaw bone 2. leg bones and stomach contents scattered in immediate area,Not vis,Not vis,Y,<25,completely consumed,red hard,Y,10,N,,Y,probable,"Coyote scat, scattered parts",Y,coyote,N,,,Also found clumps of pig hair but not enough to confirm kill. Collected 3 scats.,Y,N,N,N,N,N,Y,N
SF9_W21-C16,SF09,current,44744,28,135,84,12/13/2021,12/17/2021,MP JK,deciduous,,closed,Y,deer,head,F,no antlers,adult,teeth,3.5,previously,1,2,intact,"1. carcass, stomach, hair. 2. Scat",Y,Rostrum,Y,<25,"completely consumed, ribs clipped",pink soft,Y,10,N,,Y,positive,None,N,,N,,,"Collected scat, many cat tracks, SF9 near by but not SF7",Y,Y,Y,Y,N,N,N,N
SM6_W21-C09,SM06,current,44747,3,17,6,12/15/2021,12/18/2021,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W21-C18,SF09,current,44744,4,29,9,12/21/2021,12/22/2021,MP,deciduous,drainage,open,Y,deer,head,F,no antlers,adult,teeth,3.5,none,1,1,intact,1. whole carcass,Y,throat,Y,>75,"body cavity opened, ribs clipped, some gi pulled out",pink waxy,N,,N,,Y,positive,None,N,,N,,,"Lack of caching and grubs in mouth was strange, but bite wounds on throat and proper ToD suggest kill. Body was in rigor, suggesting <24 hrs old. Set camera. Female returned with SM6",Y,Y,Y,Y,N,N,N,N
SM6_W21-C10,SM06,current,44747,3,73,6,12/22/2021,12/28/2021,MP,chaparral,deciduous,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W21-C19,SF09,current,44744,5,96,54,12/25/2021,1/8/2022,"MP, MG",con/dec,chaparral,closed,Y,squirrel,tail,UNK,,adult,,,none,1,1,dispersed,tail,Not vis,Not vis,Y,<25,All consumed,,N,,N,,Y,unknown,None,N,,N,,,May or may not have been from lion. No evidence of other appropriately aged kill,N,N,N,N,N,N,N,N
SF9_W21-C21,SF09,current,44744,10,167,108,12/25/2021,1/8/2022,MP,chaparral,deciduous,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat. Found many tracks and likely bed sites. No evidence of kill or feeding. Strange because cluster was mostly day locations,N,N,N,N,N,N,N,N
SF9_W21-C20,SF09,current,44744,3,17,12,12/26/2021,12/28/2021,MP,chaparral,exposed upland,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found 2 scrapes and multiple bedding locations under rocks. Likely explaining missed fixes. No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W21-C22,SF09,current,44744,34,130,120,12/30/2021,1/4/2022,MP,chaparral,,closed,Y,pig,head,F,teats,fawn,teeth,6-12 mo,none,1,2,intact,"1. hide, 4 legs, head, all still connected 2. regurgitated meat",Not vis,Not vis,Y,<25,All consumed except head and extremeties. No hair clipping,white waxy,N,,N,,Y,probable,None,N,,N,,,Many lion tracks around,N,Y,N,N,N,N,N,N
SM6_W21-C11,SM06,current,44747,3,7,6,12/30/2021,12/31/2021,MP,deciduous,,medium,Y,UNK,,UNK,,UNK,,,none,1,1,dispersed,"1. found blood and clipped hair, no carcass",Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,canid and bird scat,Y,coyote,N,,,Found bloody leaves and clipped hair. Collected hair to try and ID species. Possibly small prey that was largely consumed and removed by scavengers,Y,N,N,N,N,Y,N,Y
SM6_W21-C12,SM06,current,44747,5,108,12,12/31/2021,1/3/2022,MP,chaparral,grass,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found likely day bedding locations but no evidence of kill,N,N,N,N,N,N,N,N
SF9_W21-C23,SF09,current,44744,6,44,57,12/31/2021,1/4/2022,MP,exposed upland,chaparral,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simultaneous with C22. Found regurgitated pig hair and skin but could be from C22. Nothing to confirm second kill, but could have been something small. Much pig sign",N,N,N,N,N,N,N,N
SM6_W21-C13,SM06,current,44747,3,26,6,1/1/2022,1/3/2022,MP,exposed upland,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found disturbed ground at first point and 2 bedding locations. Possibly killed something small and left no/few remains,N,N,N,N,N,N,N,N
SM6_W21-C14,SM06,current,44747,13,95,36,1/3/2022,1/7/2022,MP,chaparral,,closed,Y,pig,ear,UNK,,fawn,size of ear,,previously,1,3,dispersed,"1. scat 2. stomach 3. ear, tissue remains, old cache",Not vis,Not vis,Y,<25,All consumed,no long bones,N,,N,,Y,probable,Scat,Likely,"coyote, pig",N,,,Collected scat. Pig trails throughout from heavy traffic. But also fresh scat near old cache,Y,Y,N,N,N,N,N,N
SF9_W21-C24,SF09,current,44744,4,38,9,1/4/2022,1/8/2022,"MP, MG",con/dec,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bed sites but no evidence of kill or feeding.,N,N,N,N,N,N,N,N
SM6_W21-C15,SM06,current,44747,4,29,9,1/5/2022,1/7/2022,MP,coniferous,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat. No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SF9_W21-C25,SF09,current,44744,10,131,27,1/6/2022,1/8/2022,MP,chaparral,con/dec,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat. Lots of pig activity and disturbance. Found no evidence of kill or feeding.,N,N,N,N,N,N,N,N
SF9_W21-C27,SF09,current,44744,8,44,30,1/15/2022,1/15/2022,MP,con/dec,drainage,open,Y,pig,head,UNK,,neonate,teeth,<6 mo,currently,1,1,intact,1. whole carcass,Y,Back of Neck,Y,25-50,"GI removed, front portion eaten, hind quarters remain",NA,N,,N,,Y,positive,None,N,,N,,,"SF9 in area, very quick investigation and then left. Didn't want to disturb too much by taking marrow",N,Y,Y,N,N,N,N,N
SM6_W21-C17,SM06,current,44747,5,88,24,1/17/2022,1/27/2022,MP,deciduous,,open,Y,pig,hair,UNK,,neonate,brown/black hair,,previously,1,1,dispersed,Old cache with hair and bloody leaves,Not vis,Not vis,Y,<25,"Carcass missing, presumably mostly consumed",no long bones,N,,N,,Y,probable,"Scat, missing pieces",Y,coyote,N,,,Found old cache site with hair and bloody leaves but no carcass. Likely since was 10 days old scavengers had dispersed far. ,N,N,N,N,N,N,N,N
SF9_W21-C28,SF09,current,44744,3,59,6,1/18/2022,1/18/2022,MP,con/dec,drainage,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Points 1 and 3 were on road/trail, point 2 was at creek. No evidence of kill or feeding",N,N,N,N,N,N,N,N
SM6_W21-C18,SM06,current,44747,4,61,9,1/18/2022,1/21/2022,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W21-C29,SF09,current,44744,14,124,57,1/19/2022,1/29/2022,MP,con/dec,,medium,Y,pig,smell?,UNK,,UNK,,,none,1,2,dispersed,"Remains of GI tract, scat, at probable kill site",Not vis,Not vis,Y,<25,No carcass remaining,no long bones,N,,Y,disturbed ground and GI remains,Y,probable,missing pieces,Likely,coyote,N,,,"Collected scat. No major remains found. Only what appears to be GI remains. Likely pig based on smell, but not 100%",N,N,N,N,N,Y,N,N
SM6_W21-C19,SM06,current,44747,5,88,12,1/19/2022,1/21/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scrape and bed found but no evidence of kill or feeding,N,N,N,N,N,N,N,N
SM6_W21-C20,SM06,current,44747,4,26,9,1/22/2022,1/24/2022,MP,deciduous,chaparral,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found scrape and collected 1 scat older than cluster,N,N,N,N,N,N,Y,N
SM6_W21-C21,SM06,current,44747,3,52,6,1/23/2022,1/25/2022,MP,con/dec,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W21-C32,SF09,current,44744,7,89,21,1/23/2022,1/26/2022,MP,chaparral,deciduous,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found deer carcass estimate 4-5 months old. Was mostly dry, antlers were cracked and not in velvet, but there was still skin on the skull and legs. No evidence of other kill or feeding. Much pig sign in area. Found scrape",N,N,N,N,N,N,Y,N
SM6_W21-2P,SM06,current,44747,2,6,6,1/24/2022,1/25/2022,MP,grass,,open,Y,elk,head,M,pedicles,adult,teeth,,none,1,1,intact,1. whole carcass,N,"head, legs",Y,25-50,"hind quarters eaten, body cavity opened, gi tract ruptured, some ribs chewed, front quarters began to be eaten.",white waxy,N,,N,,N,scavenge,Scat,Y,"coyote, birds",N,,,"Tangled in razor wire. Fairly fresh, but older than one day. No plucking and feeding is not consistent with lion kill. No apparent bite wounds, but much of hide is missing. Set camera",N,Y,N,Y,N,N,N,N
SF9_W21-C33,SF09,current,44744,6,35,27,1/27/2022,1/29/2022,MP,riparian,,closed,Y,pig,rostrum,UNK,,neonate,teeth,<6 mo,none,1,1,dismantled,"rostrum, hide, 4 legs",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,None,N,,N,,,,N,N,N,N,N,N,N,N
SF9_W21-C34,SF09,current,44744,5,12,12,1/29/2022,2/1/2022,MP,deciduous,exposed upland,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Many rock outcroppings and overhands w/ obvious resting sites near gps points. No evidence of kill or feeding,N,N,N,N,N,N,N,N
SM6_W21-C23,SM06,current,44747,9,28,36,1/30/2022,1/31/2022,MP,chaparral,,closed,Y,pig,head,UNK,,neonate,teeth,<6 mo,previously,1,3,intact,1. carcass 2. GI tract 3. Organ tissue,Not vis,chest,Y,<25,"clipped hair. Completely consumed except for hide, head, and extremeties",no long bones,N,,N,,Y,positive,None,N,,N,,,,Y,Y,N,Y,N,N,N,N
SF9_W21-C35,SF09,current,44744,3,73,18,2/1/2022,2/2/2022,MP,deciduous,grass,open,Y,pig,head,UNK,,fawn,teeth,6-12 mo,none,1,2,dismantled,"1. head, legs, hide. 2. stomach contents and kill site",Not vis,Top of head,Y,<25,"all consumed by head, legs, and hide",pink soft,N,,Y,"disturbed ground, blood, clipped hair, stomach contents",Y,positive,Vultures present,Y,vultures,N,,,Flushed vultures from carcass,N,Y,N,Y,N,Y,N,N
SF9_S22-C01,SF09,current,44744,11,61,30,5/1/2022,5/12/2022,MP,deciduous,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. But older cluster so possibly missed something,N,N,N,N,N,N,N,N
SF9_S22-C02,SF09,current,44744,3,17,6,5/3/2022,5/12/2022,MP,deciduous,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. But older cluster so possibly missed something,N,N,N,N,N,N,N,N
SF9_S22-C03,SF09,current,44744,3,28,6,5/5/2022,5/9/2022,MP,deciduous,,closed,Y,deer,head,UNK,,neonate,size,,none,1,1,dismantled,"head, 4 feet",Not vis,Not vis,Y,<25,all consumed but head and legs,no long bones,N,,N,,Y,probable,None,N,,N,,,,Y,Y,N,N,N,N,N,N
SF9_S22-C04,SF09,current,44744,41,178,126,5/7/2022,5/12/2022,MP,con/dec,riparian,medium,Y,deer,head,F,head,adult,teeth,2.5,currently,1,4,intact,"1. Carcass 2. Rumen 3. Nothing 4. Original cache, hair",Y,Rostrum,Y,<25,"plucked hair, body cavity consumed. 1 hind quarter remains",red soft,Y,20,N,,Y,positive,None,N,,N,,,SF9 in area. Left quickly,Y,Y,Y,Y,N,N,N,N
SM6_S22-C03,SM06,current,44747,3,52,6,5/8/2022,5/11/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Much pig sign, no evidence of kill or feeding",N,N,N,N,N,N,N,N
SM6_S22-C04,SM06,current,44747,9,89,99,5/12/2022,5/25/2022,MP,deciduous,,closed,Y,pig,head,UNK,,adult,teeth,2.5 yrs,none,1,1,intact,1. whole carcass,Not vis,Not vis,Y,<25,carcass completely consumed and heavily scavenged by vultures and inverts,no marrow remaining,N,,N,,Y,probable,"Scat, feathers",Y,birds,N,,,"Too deteriorated to ID bite wounds or hem. Possible hem on skull and  jaw. Timing matches with cluster start, but lion displayed weird behavior and would leave for >24 hrs and nearly 10 km away",N,Y,N,N,N,N,N,Y
SF9_S22-C05,SF09,current,44744,3,42,6,5/13/2022,5/15/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_S22-C06,SF09,current,44744,21,179,60,5/17/2022,5/18/2022,MP,con/dec,,medium,Y,deer,head,UNK,,neonate,spotted fur,,currently,1,1,intact,1. Carcass,N,Hind quarters,Y,<25,"plucked hair, body cavity opened, hind quarters and head remain",,Y,5,N,,Y,positive,None,N,,N,,,,Y,Y,N,Y,N,N,N,N
SF9_S22-C07,SF09,current,44744,3,3,6,5/19/2022,5/20/2022,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three points tightly clustereed in opening in the veg. More likely a rest site after feeding night of the 18th. Found old mammal tail (possibly coyote) but was dry and older than 12 hrs.,N,N,N,N,N,N,N,N
SM6_S22-C05,SM06,current,44747,8,119,51,5/20/2022,5/24/2022,MP,chaparral,drainage,medium,Y,pig,head,F,genitals,adult,teeth,2 yrs,previously,1,2,intact,1. carcass 2. old cache,Y,Rostrum/throat,Y,25-50,"body cavity opened, hind quarters eaten, front remains. Minimal hair plucking",white waxy,Y,35,Y,"disturbed ground, end of drag trail",Y,probable,Vultures present,Y,birds,N,,,"Originally thought was scavenged because flesh had started to spoil, but need to wait until missing points are transmitted to identify when cluster started for cougar. Bite wounds and hemorrhaging were hard to confirm because of scavenging by vultures and deterioration of carcass. Set camera. Camera pulled 6/8/2022 scavenged by birds, visited by pig and coyote, but no feeding.",Y,Y,Y,Y,Y,Y,N,N
SF9_S22-C08,SF09,current,44744,11,30,97,5/23/2022,5/24/2022,MP,con/dec,,closed,Y,deer,head,UNK,,neonate,size,,currently,1,1,intact,1. whole carcass,Not vis,Not vis,Y,25-50,"body cavity opened, some plucked fur. Some extremeties remain to be eaten",,N,,N,,Y,positive,None,N,,N,,,SF9 was nearby so quickly confirmed species and then departed. Did not set camera because it was a fawn. Fresh blood dripping from ear indicated cougar kill.,Y,Y,N,N,N,N,N,N
SF9_S22-Day523,SF09,current,44744,4,83,9,5/23/2022,5/24/2022,MP,deciduous,chaparral,medium,Y,rodent,intestines,UNK,,UNK,,,none,1,1,dispersed,Found GI tract and a few bloody leaves,Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,Was searching day cluster for scat and found GI tract of a rodent. Unable to identify ground squirrel vs wood rat,N,Y,N,N,N,N,N,N
SM6_S22-C06,SM06,current,44747,17,87,51,5/25/2022,5/27/2022,MP,chaparral,,closed,Y,deer,head,M,antlers,adult,teeth,3.5 yrs,currently,1,1,intact,"1. whole carcass. Rumen removed and 1m away, cached",Y,throat,Y,25-50,Body cavity opend. Ribs chewed. Started to feed on front shoulder,white waxy,N,,N,,Y,positive,None,N,,N,,,Still active so did not do full investigation. Set camera and left,Y,Y,N,N,N,N,Y,N
SF9_S22-C09,SF09,current,44744,15,92,42,5/27/2022,5/29/2022,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,size and teeth,,none,1,1,dismantled,"4 legs, lower jaw, fur",Not vis,Not vis,Y,<25,Completely consumed except for lower jaw and distal limbs,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S22-C07,SM06,current,44747,3,22,6,5/28/2022,5/30/2022,MP,chaparral,con/dec,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found two scrapes but no evidence of feeding,N,N,N,N,N,N,Y,N
SF9_S22-C10,SF09,current,44744,3,30,6,5/30/2022,6/1/2022,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tight cluster right on top of prominent hill of chaparral. No evidence of feeding, most likely a rest and watch spot",N,N,N,N,N,N,N,N
SF9_S22-C11,SF09,current,44744,11,135,36,5/31/2022,6/1/2022,MP,riparian,,medium,Y,deer,head,UNK,,neonate,size,,currently,1,1,intact,whole carcass,Not vis,Not vis,Y,25-50,"Body cavity consumed, legs and hips/shoulders remain.",no long bones,N,,N,,Y,positive,None,N,,N,,,SF9 was still in the area and holding tight. Had to push of kill. Quickly left after ID and did not set camera because it was only a fawn and there were few camera options.,Y,Y,N,N,N,N,N,N
SF9_S22-C12,SF09,current,44744,11,136,54,6/3/2022,6/5/2022,MP,deciduous,drainage,closed,Y,deer,head,UNK,,neonate,size,,currently,1,3,dismantled,1. organs 2. GI tract 3. carcass,Not vis,Ear,Y,25-50,Body cavity and back quarters consumed. Front quarters remain,no long bones,N,,N,,Y,positive,None,N,,N,,,SF9 still in area. Set camera,Y,Y,N,Y,N,N,N,N
SM6_S22-C08,SM06,current,44747,4,105,9,6/3/2022,6/5/2022,MP,deciduous,chaparral,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS locations followed drainage bottom. More likely movement corridor. No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SM6_S22-C09,SM06,current,44747,6,42,15,6/4/2022,6/7/2022,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SM6_S22-C10,SM06,current,44747,11,79,30,6/6/2022,6/8/2022,MP,riparian,,closed,Y,deer,head,UNK,,neonate,"size, spots, teeth",,none,2,3,dismantled,"1. fur 2. Fawn 1 legs, rostrum, fur, GI 3. Fawn 2 legs, rostrum, fur",Not vis,Not vis,Y,<25,Fully consumed except for soft palate and extremeties,red soft,N,,Y,fur,Y,probable,Scat,Y,birds,,,,Two fawns in separate locations appear to have similar ToD and feeding is consistent with cougar,Y,Y,N,N,N,Y,N,N
SF9_S22-C13,SF09,current,44744,11,66,45,6/7/2022,6/9/2022,MP,deciduous,drainage,medium,Y,deer,head,UNK,,neonate,"size, spots, teeth",,previously,1,1,intact,"carcass, fur, removed GI",Y,throat,Y,25-50,"Plucked fur, body cavity consumed, hind quarters consumed, front remains",red soft,N,,N,,Y,positive,"Carcass dismantled consistent with coyote feeding, plus female abandonned after 1 night",Likely,coyote,N,,,Collected scat,Y,Y,Y,Y,N,N,N,N
SM6_S22-C11,SM06,current,44747,12,71,63,6/9/2022,6/12/2022,MP,deciduous,riparian,closed,Y,deer,head,UNK,,neonate,"size, spots, teeth",,previously,1,3,intact,1. scat 2. cached rumen 3. carcass,Not vis,Not vis,Y,<25,Completely consumed exept head and extremeties,red gelatinous,N,,N,,Y,probable,None,N,,N,,,Cluster more accurately started on 6/10/22. Points before this were lion passing through the day before. Collected scat.,Y,Y,N,N,N,N,Y,N
SM6_S22-C12,SM06,current,44747,3,24,6,6/9/2022,6/12/2022,MP,chaparral,drainage,closed,Y,pig,hair,UNK,,neonate,size,<6 mo,none,2,2,dispersed,1. GI and hair 2. Second piglet minimally fed on,Not vis,Not vis,Y,<25,Found removed GI and some remaining hair. Otherwise completely consumed. Second piglet had plucked hair but was not fed on.,no long bones,N,,N,,Y,probable,None,N,,N,,,"Found GI and hair of one piglet based on size. Found second piglet that was minimally fed on but did have plucked hair. Second piglet still had GI and diff hair color, so at least 2.",N,Y,N,N,N,N,N,N
SF9_S22-C14,SF09,current,44744,3,7,6,6/9/2022,6/10/2022,MP,upland,deciduous,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of feeding. Searched only briefly because tight cluster and consistent with previous behavior of resting night after feeding,N,N,N,N,N,N,N,N
SF9_S22-C15,SF09,current,44744,3,106,48,6/11/2022,6/15/2022,MP,riparian,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Only a cluster because she passed back through two points from two nights previous. Investigated briefly, but points were in open areas likely just in transit.",N,N,N,N,N,N,N,N
SF9_S22-C16,SF09,current,44744,7,80,21,6/12/2022,6/15/2022,MP,deciduous,,medium,Y,bobcat,foot,UNK,,UNK,,,none,1,3,dispersed,"1. hide, 2 feet, bone fragments  2. fur 3. fur",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,"Only found hide and 1 foot. Possible a cougar kitten, but bobcat appears more likely. Unable to confirm species.",N,Y,N,N,N,N,N,N
SM6_S22-C13,SM06,current,44747,4,39,9,6/15/2022,6/16/2022,MP,deciduous,,closed,Y,deer,head,UNK,,neonate,spotted fur,,none,1,1,dismantled,"4 legs, 2 ears, rostrum, fur, rumen",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S22-C17,SF09,current,44744,6,58,15,6/16/2022,6/17/2022,MP,riparian,,closed,Y,pig,hooves,UNK,,neonate,size,< 6 mo,none,1,1,dispersed,"Stomach and GI, bone fragments, 2 hooves",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,Removed GI indicates cougar kill,N,Y,N,N,N,N,N,N
SM6_S22-C14,SM06,current,44747,3,19,6,6/17/2022,6/17/2022,MP,deciduous,drainage,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Will return and check again if more points arise.,N,N,N,N,N,N,N,N
SF9_S22-C18,SF09,current,44744,8,86,21,6/18/2022,6/20/2022,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dispersed,"2 legs, fur",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,Feathers,Y,birds,N,,,Collected scat,N,Y,N,N,N,N,N,N
SF9_S22-C19,SF09,current,44744,7,78,30,6/20/2022,6/21/2022,MP,chaparral,,medium,Y,deer,head,F,no pedicles,adult,teeth,3 yrs,currently,1,2,intact,1. scat 2. whole carcass,Not vis,Rostrum,Y,>75,"Plucked hair, body cavity opened, rumen unruptured but still in body cavity",red soft,N,,N,,Y,positive,Feathers,Y,birds,N,,,Pushed SF9 off the kill. Quickly set camera and left the area. Will gather remaining data when return for camera,Y,Y,N,N,N,N,Y,N
SM6_S22-C15,SM06,current,44747,7,95,18,6/23/2022,6/29/2022,MP,con/dec,drainage,open,Y,deer,hooves,UNK,,neonate,"size, spotted fur",,previously,1,2,dismantled,"1. 4 legs, hide 2. Old cache",Not vis,Not vis,Y,<25,Completely consumed,too dry,N,,N,,Y,probable,Feathers,Y,birds,N,,,,N,Y,N,N,N,N,N,Y
SF9_S22-C21,SF09,current,44744,3,57,21,6/23/2022,6/30/2022,MP,riparian,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat much older than cluster. Female passed by one location from previous night on the next day. Unlikely to have missed kill.,N,N,N,N,N,N,N,N
SF9_S22-C22,SF09,current,44744,13,61,45,6/25/2022,6/29/2022,MP,riparian,,medium,Y,deer,fur and hooves,UNK,,neonate,spotted,,previously,1,1,dispersed,"hide, 1 bone, fur",Not vis,Not vis,Y,<25,"Completely consumed, Appears that hide has been chewed",no long bones,N,,N,,Y,probable,"Tracks, rooting",Likely,pigs,N,,,"Tracks, some rooting, and condition of remaining hide suggests pigs visited, but unclear when.",N,Y,N,N,N,N,N,Y
SM6_S22-C16,SM06,current,44747,5,32,12,6/27/2022,6/29/2022,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,"size, spotted fur, teeth",,none,1,2,dismantled,"1. legs 2. rumen, fur",Not vis,Throat,Y,<25,Completely consumed,no long bones,N,,N,,Y,positive,None,N,,N,,,,N,N,N,N,N,N,N,N
SF9_S22-C23,SF09,current,44744,11,160,72,6/27/2022,7/1/2022,MP,deciduous,,closed,Y,deer,hooves,UNK,,neonate,"size, spots",,previously,1,3,dismantled,"1. 2 legs 2. Rumen, old cache 3. 2 legs, hide",Not vis,Not vis,Y,<25,Completely consumed,pink soft,N,,N,,Y,probable,Parts scattered,Likely,,N,,,Collected scat,Y,Y,N,N,N,N,Y,N
SM6_S22-C17,SM06,current,44747,3,19,21,6/29/2022,6/30/2022,MP,grass,,open,Y,elk,head and hooves,UNK,,neonate,teeth,,none,1,3,intact,"1. Carcass 2. Caches of GI, kill site 3. Rumen",Y,Throat,Y,<25,"Body cavity opened and consumed. Ribs clipped. Some meat remains on legs, neck, and ribs.",pink hard,Y,5,Y,"Disturbed ground, fur, blood, end of drag",Y,positive,Scat,Y,coyotes,N,,,No option to set camera in open area plus carcass was mostly consumed.,N,Y,Y,Y,Y,Y,N,Y
SF9_S22-C24,SF09,current,44747,11,109,30,7/1/2022,7/3/2022,MP,riparian,chaparral,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Unusual habitat and terrain for kill,N,N,N,N,N,N,N,N
SM6_S22-C18,SM06,current,44747,6,78,15,7/3/2022,7/5/2022,MP,riparian,,closed,Y,pig,head,UNK,,neonate,teeth,<6 mo,previously,1,3,dismantled,"1. hair, old cache 2. Stomach 3. Carcass",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,,Y,Y,N,N,N,N,N,N
SF9_S22-C25,SF09,current,44744,4,78,27,7/5/2022,7/5/2022,MP,chaparral,drainage,open,Y,coyote,foot,UNK,,neonate,teeth,,none,1,1,dismantled,"legs, fur, tail, rostrum, stomach",Not vis,Not vis,Y,<25,"Completely consumed, plucked hair and stomach removed.",no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
